map,1_LH_CX_Vis_1,2_LH_CX_Vis_2,3_LH_CX_Vis_3,4_LH_CX_Vis_4,5_LH_CX_Vis_5,6_LH_CX_Vis_6,7_LH_CX_Vis_7,8_LH_CX_Vis_8,9_LH_CX_Vis_9,10_LH_CX_SomMot_1,11_LH_CX_SomMot_2,12_LH_CX_SomMot_3,13_LH_CX_SomMot_4,14_LH_CX_SomMot_5,15_LH_CX_SomMot_6,16_LH_CX_DorsAttn_Post_1,17_LH_CX_DorsAttn_Post_2,18_LH_CX_DorsAttn_Post_3,19_LH_CX_DorsAttn_Post_4,20_LH_CX_DorsAttn_Post_5,21_LH_CX_DorsAttn_Post_6,22_LH_CX_DorsAttn_PrCv_1,23_LH_CX_DorsAttn_FEF_1,24_LH_CX_SalVentAttn_ParOper_1,25_LH_CX_SalVentAttn_FrOperIns_1,26_LH_CX_SalVentAttn_FrOperIns_2,27_LH_CX_SalVentAttn_PFCl_1,28_LH_CX_SalVentAttn_Med_1,29_LH_CX_SalVentAttn_Med_2,30_LH_CX_SalVentAttn_Med_3,31_LH_CX_Limbic_OFC_1,32_LH_CX_Limbic_TempPole_1,33_LH_CX_Limbic_TempPole_2,34_LH_CX_Cont_Par_1,35_LH_CX_Cont_PFCl_1,36_LH_CX_Cont_pCun_1,37_LH_CX_Cont_Cing_1,38_LH_CX_Default_Temp_1,39_LH_CX_Default_Temp_2,40_LH_CX_Default_Par_1,41_LH_CX_Default_Par_2,42_LH_CX_Default_PFC_1,43_LH_CX_Default_PFC_2,44_LH_CX_Default_PFC_3,45_LH_CX_Default_PFC_4,46_LH_CX_Default_PFC_5,47_LH_CX_Default_PFC_6,48_LH_CX_Default_PFC_7,49_LH_CX_Default_pCunPCC_1,50_LH_CX_Default_pCunPCC_2,51_RH_CX_Vis_1,52_RH_CX_Vis_2,53_RH_CX_Vis_3,54_RH_CX_Vis_4,55_RH_CX_Vis_5,56_RH_CX_Vis_6,57_RH_CX_Vis_7,58_RH_CX_Vis_8,59_RH_CX_SomMot_1,60_RH_CX_SomMot_2,61_RH_CX_SomMot_3,62_RH_CX_SomMot_4,63_RH_CX_SomMot_5,64_RH_CX_SomMot_6,65_RH_CX_SomMot_7,66_RH_CX_SomMot_8,67_RH_CX_DorsAttn_Post_1,68_RH_CX_DorsAttn_Post_2,69_RH_CX_DorsAttn_Post_3,70_RH_CX_DorsAttn_Post_4,71_RH_CX_DorsAttn_Post_5,72_RH_CX_DorsAttn_PrCv_1,73_RH_CX_DorsAttn_FEF_1,74_RH_CX_SalVentAttn_TempOccPar_1,75_RH_CX_SalVentAttn_TempOccPar_2,76_RH_CX_SalVentAttn_FrOperIns_1,77_RH_CX_SalVentAttn_Med_1,78_RH_CX_SalVentAttn_Med_2,79_RH_CX_Limbic_OFC_1,80_RH_CX_Limbic_TempPole_1,81_RH_CX_Cont_Par_1,82_RH_CX_Cont_Par_2,83_RH_CX_Cont_PFCl_1,84_RH_CX_Cont_PFCl_2,85_RH_CX_Cont_PFCl_3,86_RH_CX_Cont_PFCl_4,87_RH_CX_Cont_Cing_1,88_RH_CX_Cont_PFCmp_1,89_RH_CX_Cont_pCun_1,90_RH_CX_Default_Par_1,91_RH_CX_Default_Temp_1,92_RH_CX_Default_Temp_2,93_RH_CX_Default_Temp_3,94_RH_CX_Default_PFCv_1,95_RH_CX_Default_PFCv_2,96_RH_CX_Default_PFCdPFCm_1,97_RH_CX_Default_PFCdPFCm_2,98_RH_CX_Default_PFCdPFCm_3,99_RH_CX_Default_pCunPCC_1,100_RH_CX_Default_pCunPCC_2,101_LH_SC_HIP,102_LH_SC_AMY,103_LH_SC_pTHA,104_LH_SC_aTHA,105_LH_SC_NAc,106_LH_SC_GP,107_LH_SC_PUT,108_LH_SC_CAU,109_RH_SC_HIP,110_RH_SC_AMY,111_RH_SC_pTHA,112_RH_SC_aTHA,113_RH_SC_NAc,114_RH_SC_GP,115_RH_SC_PUT,116_RH_SC_CAU
target-SV2A_tracer-ucbj_n-10_dx-hc_pub-finnema2016,0.5495002865791321,0.5740001797676086,0.5725679397583008,0.5820849537849426,0.555912971496582,0.5740885734558105,0.6506929397583008,0.6312966346740723,0.5994093418121338,0.5815579891204834,0.5272412300109863,0.6093349456787109,0.5425488948822021,0.49191585183143616,0.49948662519454956,0.606575608253479,0.6236381530761719,0.6121166944503784,0.5678823590278625,0.6186649203300476,0.5558280348777771,0.5558757781982422,0.5235996246337891,0.6422227025032043,0.5665653347969055,0.608437716960907,0.6385490894317627,0.5959365963935852,0.6229614019393921,0.5275251865386963,0.582115888595581,0.5103619694709778,0.6064087748527527,0.5968846082687378,0.6012280583381653,0.6324774622917175,0.6298366189002991,0.6022982597351074,0.6353292465209961,0.6600493788719177,0.6679948568344116,0.5800226330757141,0.593426525592804,0.6559247970581055,0.629974901676178,0.5782346725463867,0.5656276941299438,0.5706993341445923,0.571994960308075,0.6836621761322021,0.5771522521972656,0.6021011471748352,0.6339935064315796,0.5745618939399719,0.6081312894821167,0.5535882115364075,0.6493621468544006,0.6028821468353271,0.6148558855056763,0.607927680015564,0.64883953332901,0.5756312608718872,0.5577625632286072,0.5086845755577087,0.5557746291160583,0.4976193904876709,0.6943976879119873,0.6280917525291443,0.6115564703941345,0.6111311912536621,0.6007373332977295,0.589703381061554,0.5391289591789246,0.6657312512397766,0.6856700778007507,0.6483275890350342,0.6143690347671509,0.5722357630729675,0.6042948961257935,0.5426074862480164,0.6776018738746643,0.6865290999412537,0.6589190363883972,0.6569303274154663,0.6718579530715942,0.5996228456497192,0.6103547215461731,0.6057126522064209,0.6402025818824768,0.6918672919273376,0.6522509455680847,0.5987116694450378,0.6672149896621704,0.6034184098243713,0.6067826151847839,0.662548840045929,0.578294575214386,0.5926012396812439,0.5553087592124939,0.6497476100921631,0.4154946208000183,0.5030195713043213,0.5157149434089661,0.4366820156574249,0.700580358505249,,0.7097256183624268,0.5939103960990906,0.434166818857193,0.527898907661438,0.5206311345100403,0.4691612124443054,0.7509987354278564,,0.717690110206604,0.5711057186126709
target-VAChT_tracer-feobv_n-5_dx-hc_pub-bedard2019,0.10542029142379761,0.09281355887651443,0.09402696788311005,0.08256053179502487,0.07775995135307312,0.08596791326999664,0.09235329926013947,0.08484359830617905,0.08013106137514114,0.11045098304748535,0.12842321395874023,0.10823743790388107,0.10031960904598236,0.08777502924203873,0.09320322424173355,0.09709425270557404,0.09269765764474869,0.08027037233114243,0.08261753618717194,0.08375761657953262,0.07723753899335861,0.09651036560535431,0.08869192004203796,0.09750690311193466,0.14663463830947876,0.1228083074092865,0.09113471210002899,0.10814119875431061,0.09996680915355682,0.08405007421970367,0.11122403293848038,0.0976705476641655,0.09282365441322327,0.07907767593860626,0.09102658927440643,0.08733296394348145,0.11537905782461166,0.10232815146446228,0.09999626129865646,0.09608428180217743,0.09034252166748047,0.1094454899430275,0.09160181879997253,0.10475116223096848,0.08832266926765442,0.07316973805427551,0.08341578394174576,0.08167291432619095,0.08645839989185333,0.10232093930244446,0.10563796758651733,0.09471243619918823,0.09186390042304993,0.078005850315094,0.08785377442836761,0.08980567753314972,0.08673779666423798,0.07805243134498596,0.11160167306661606,0.13028551638126373,0.11148201674222946,0.1061907708644867,0.09777974337339401,0.08515945822000504,0.07129275798797607,0.09338707476854324,0.0934986025094986,0.09006097167730331,0.07917993515729904,0.08103743940591812,0.07388206571340561,0.0990118607878685,0.08844359219074249,0.09745488315820694,0.0978628545999527,0.14249734580516815,0.0999121144413948,0.09944537281990051,0.10883484780788422,0.09686408936977386,0.0884023904800415,0.08176034688949585,0.0963248685002327,0.09672147035598755,0.09606942534446716,0.08623439073562622,0.11397790908813477,0.10008396953344345,0.0896671712398529,0.0950692743062973,0.09497350454330444,0.10449466854333878,0.10519784688949585,0.10649848729372025,0.09098751842975616,0.10139849781990051,0.07406126707792282,0.08283984661102295,0.0862809270620346,0.10149455070495605,0.18510952591896057,0.22276468575000763,0.2368505895137787,0.21964460611343384,0.5598202347755432,,0.7201768755912781,0.5826441645622253,0.17233552038669586,0.22861914336681366,0.21932590007781982,0.24115218222141266,0.5861266851425171,,0.7139277458190918,0.5763105750083923
target-5HT6_tracer-gsk215083_n-30_dx-hc_pub-radhakrishnan2018,0.3727427124977112,0.4261092245578766,0.39756789803504944,0.4427795708179474,0.4607737362384796,0.4300534725189209,0.47080567479133606,0.4247990548610687,0.475249320268631,0.4471912682056427,0.3939368426799774,0.4604116380214691,0.3945232629776001,0.3787478804588318,0.36057350039482117,0.4655739665031433,0.437421590089798,0.4289996325969696,0.38563355803489685,0.45773792266845703,0.4059361517429352,0.4092023968696594,0.3826904594898224,0.4668349325656891,0.4848211705684662,0.4984665811061859,0.4604595899581909,0.4142666161060333,0.4192649722099304,0.40895941853523254,0.4022071361541748,0.39559951424598694,0.4737758934497833,0.4266737103462219,0.43982264399528503,0.4988935887813568,0.4109307527542114,0.4948972761631012,0.4705451428890228,0.4823274314403534,0.4764629602432251,0.46319466829299927,0.4738287329673767,0.4680177569389343,0.44842949509620667,0.4653477668762207,0.45447999238967896,0.41989246010780334,0.38805633783340454,0.4768844246864319,0.41441842913627625,0.4239712655544281,0.4724006950855255,0.44823235273361206,0.4554855525493622,0.39060845971107483,0.4547822177410126,0.44138672947883606,0.44287875294685364,0.44475603103637695,0.46179649233818054,0.4105088412761688,0.38659217953681946,0.3700728118419647,0.38288214802742004,0.35468602180480957,0.496427983045578,0.40787172317504883,0.42268556356430054,0.4384564161300659,0.42060157656669617,0.4404747188091278,0.402126282453537,0.4759705662727356,0.46887415647506714,0.48133882880210876,0.3607523739337921,0.3891088366508484,0.3902107775211334,0.4186338186264038,0.47991400957107544,0.49211737513542175,0.457270085811615,0.4703493118286133,0.4846317172050476,0.4715936481952667,0.3811947703361511,0.4094826281070709,0.4642667770385742,0.49455681443214417,0.48769411444664,0.4522067606449127,0.44927141070365906,0.4438765048980713,0.4723576605319977,0.4413314163684845,0.4578280746936798,0.4621250331401825,0.3859928846359253,0.4415615200996399,0.3074323832988739,0.34050890803337097,0.20768557488918304,0.2334212064743042,0.6017524003982544,,0.7891101241111755,0.6843987107276917,0.3329486846923828,0.3389320969581604,0.29161909222602844,0.29977482557296753,0.7012481093406677,,0.7742527723312378,0.7119186520576477
target-5HT2a_tracer-altanserin_n-19_dx-hc_pub-savli2012,0.5141297578811646,0.6314953565597534,0.5765287280082703,0.6503291130065918,0.7499518394470215,0.6413475275039673,0.7214249968528748,0.6146941184997559,0.6525989770889282,0.6761977672576904,0.5151717066764832,0.6629011034965515,0.5202488899230957,0.4285813570022583,0.38397282361984253,0.6974616646766663,0.6464722156524658,0.5860112309455872,0.5363001227378845,0.5792138576507568,0.49603578448295593,0.6212157011032104,0.5252478718757629,0.6956009864807129,0.5404443144798279,0.6420856714248657,0.7228237986564636,0.5443655252456665,0.5069288015365601,0.4859451353549957,0.6008942723274231,0.5644087195396423,0.6970772743225098,0.6315151453018188,0.6831281185150146,0.6279848217964172,0.6068724393844604,0.7471135258674622,0.7332155108451843,0.7524548768997192,0.7227090001106262,0.6154140830039978,0.6672247648239136,0.6756870150566101,0.6556891202926636,0.5909969210624695,0.5964270234107971,0.6284207105636597,0.5587633848190308,0.6979300379753113,0.556846022605896,0.6094904541969299,0.7043235898017883,0.6751492619514465,0.7242284417152405,0.5760971903800964,0.6777698993682861,0.6064230799674988,0.6565588116645813,0.6059930920600891,0.6760848760604858,0.5414820909500122,0.4864022731781006,0.4147002696990967,0.44394078850746155,0.3613473176956177,0.7836095690727234,0.6195976734161377,0.5974389314651489,0.584845244884491,0.5129104852676392,0.6423823237419128,0.5338832139968872,0.7585763335227966,0.701833963394165,0.6251277327537537,0.4866984188556671,0.5042181611061096,0.574938952922821,0.6053271889686584,0.7092321515083313,0.7219922542572021,0.6826043725013733,0.6721897721290588,0.7053689360618591,0.6213287115097046,0.5825464129447937,0.5771277546882629,0.644237220287323,0.7886470556259155,0.7415039539337158,0.6602374911308289,0.7676870822906494,0.6076621413230896,0.6391988396644592,0.6542105078697205,0.5868719220161438,0.6192084550857544,0.5839628577232361,0.661163866519928,0.16522465646266937,0.1872178167104721,0.09691967815160751,0.10479933023452759,0.19883735477924347,,0.17442665994167328,0.09699543565511703,0.1855849176645279,0.19117029011249542,0.09886469691991806,0.11604014039039612,0.16595691442489624,,0.21716190874576569,0.08487452566623688
target-5HTT_tracer-madam_n-10_dx-hc_pub-fazio2016,0.10959301888942719,0.08121800422668457,0.11027760058641434,0.09950856864452362,0.10037405043840408,0.11215423792600632,0.08991199731826782,0.08770584315061569,0.10396174341440201,0.10040125250816345,0.13842597603797913,0.09594578295946121,0.08036541193723679,0.07845330983400345,0.081891268491745,0.07380063831806183,0.07993829995393753,0.05425320565700531,0.055240850895643234,0.06755746155977249,0.06521701067686081,0.09561209380626678,0.08163677155971527,0.08682617545127869,0.13225089013576508,0.1262776255607605,0.11607552319765091,0.10443288832902908,0.10481885075569153,0.07486630976200104,0.10265367478132248,0.10297688096761703,0.0764581486582756,0.06630856543779373,0.1153615191578865,0.08844512701034546,0.12007862329483032,0.08042159676551819,0.08864588290452957,0.0981932282447815,0.0794605165719986,0.1184224933385849,0.10118646919727325,0.10013393312692642,0.09343427419662476,0.06525611132383347,0.07665093243122101,0.09042027592658997,0.09151416271924973,0.11984670162200928,0.08829683810472488,0.0726834312081337,0.0682317242026329,0.0814405083656311,0.12204039096832275,0.09729305654764175,0.08892639726400375,0.0899718701839447,0.09146999567747116,0.13246208429336548,0.08417755365371704,0.08984050899744034,0.0765647366642952,0.06827598810195923,0.06390877813100815,0.07763978093862534,0.0795484110713005,0.0721433013677597,0.051108911633491516,0.05386678874492645,0.06559345871210098,0.08199536055326462,0.0753205269575119,0.07778820395469666,0.09377528727054596,0.12600146234035492,0.09635435789823532,0.08879578858613968,0.10045567154884338,0.0930015966296196,0.06357641518115997,0.061217013746500015,0.09400250017642975,0.09851767867803574,0.1023048460483551,0.082172691822052,0.11921175569295883,0.09522422403097153,0.08413634449243546,0.08553680777549744,0.07018899917602539,0.0808992087841034,0.09352412074804306,0.10643374174833298,0.08539552241563797,0.1033095270395279,0.07273280620574951,0.08317413926124573,0.09802396595478058,0.11050344258546829,0.1436113715171814,0.26171594858169556,0.5028674006462097,0.4044610261917114,0.37549516558647156,,0.40318185091018677,0.2898065149784088,0.10729644447565079,0.24325518310070038,0.4222366511821747,0.4166070818901062,0.3784549832344055,,0.3693636655807495,0.2683960497379303
target-DAT_tracer-fpcit_n-174_dx-hc_pub-dukart2018,0.3155037760734558,0.2898402512073517,0.2902637720108032,0.24736535549163818,0.26587244868278503,0.29420235753059387,0.2708002030849457,0.2524423599243164,0.26752835512161255,0.28825682401657104,0.3413330018520355,0.28900644183158875,0.2607468366622925,0.2449256032705307,0.24181517958641052,0.27736005187034607,0.2586793899536133,0.24714702367782593,0.2727661430835724,0.23333683609962463,0.21844300627708435,0.27766385674476624,0.2463330179452896,0.2688814401626587,0.33526811003685,0.3518352210521698,0.2504456639289856,0.30418235063552856,0.30370432138442993,0.22787238657474518,0.2787071764469147,0.27343475818634033,0.2609767019748688,0.2610602080821991,0.2634008824825287,0.2695371210575104,0.3100774884223938,0.2656780481338501,0.2861999273300171,0.27392610907554626,0.2565125823020935,0.3159509301185608,0.2467484325170517,0.2942684590816498,0.2305266410112381,0.2103573977947235,0.23407498002052307,0.25035360455513,0.2885083556175232,0.30357301235198975,0.3012734055519104,0.2949579060077667,0.26837167143821716,0.24045662581920624,0.2868444621562958,0.2925392687320709,0.2607404291629791,0.2440674751996994,0.29830098152160645,0.3466588258743286,0.2891702651977539,0.2630760669708252,0.26050040125846863,0.23324161767959595,0.22584378719329834,0.23501905798912048,0.2738843560218811,0.2700958549976349,0.26001399755477905,0.240417942404747,0.2140277922153473,0.27878648042678833,0.2464275360107422,0.288735955953598,0.2712665796279907,0.35833919048309326,0.3025204539299011,0.26469290256500244,0.2676413655281067,0.2722780704498291,0.24755293130874634,0.23408356308937073,0.24163605272769928,0.2576548755168915,0.24939118325710297,0.22974981367588043,0.30937516689300537,0.29918330907821655,0.2694090008735657,0.27182337641716003,0.2614878714084625,0.27538222074508667,0.303336501121521,0.2942074239253998,0.2542229890823364,0.29500049352645874,0.2143138200044632,0.24658723175525665,0.29605668783187866,0.3043113946914673,0.3592623472213745,0.38772666454315186,0.3288613557815552,0.3491857647895813,0.6300819516181946,,0.695411205291748,0.3128649592399597,0.3475307822227478,0.3836229145526886,0.3175541162490845,0.32991302013397217,0.6899116635322571,,0.6886297464370728,0.5218694806098938
target-5HT1a_tracer-way100635_n-35_dx-hc_pub-savli2012,0.4541880488395691,0.25347083806991577,0.2641019821166992,0.23196612298488617,0.16923561692237854,0.20459876954555511,0.3640826344490051,0.25527700781822205,0.2410620152950287,0.36246174573898315,0.2752666771411896,0.37297531962394714,0.2500014007091522,0.21065497398376465,0.2332189381122589,0.39735838770866394,0.32800471782684326,0.2596921920776367,0.26356950402259827,0.3045464754104614,0.26774531602859497,0.31143373250961304,0.2635151147842407,0.36050230264663696,0.46124857664108276,0.37370461225509644,0.3454301357269287,0.29730919003486633,0.27924928069114685,0.27913951873779297,0.36550745368003845,0.5298804044723511,0.45351579785346985,0.27107152342796326,0.30175551772117615,0.268270343542099,0.2863762676715851,0.45951226353645325,0.3960447609424591,0.37855565547943115,0.33217886090278625,0.37599512934684753,0.30177927017211914,0.3762263059616089,0.33692485094070435,0.3087356686592102,0.3027585446834564,0.3029138147830963,0.2418615221977234,0.3045247495174408,0.44574791193008423,0.2716965675354004,0.38001421093940735,0.21073414385318756,0.17827846109867096,0.23508761823177338,0.28296875953674316,0.23019377887248993,0.35210883617401123,0.3272489011287689,0.38641902804374695,0.2622632682323456,0.2256580889225006,0.21041198074817657,0.2342751920223236,0.2264774590730667,0.3776364326477051,0.27313926815986633,0.27917465567588806,0.2590363025665283,0.2853006422519684,0.31064164638519287,0.2655763626098633,0.37706974148750305,0.37064921855926514,0.44549787044525146,0.27249377965927124,0.2838020324707031,0.36639589071273804,0.5235257744789124,0.34781840443611145,0.32703715562820435,0.34554407000541687,0.31578329205513,0.3584190607070923,0.31928619742393494,0.28321096301078796,0.3132552206516266,0.28460657596588135,0.3578263223171234,0.4491974115371704,0.45721352100372314,0.40519407391548157,0.3740823268890381,0.3176017105579376,0.3819005787372589,0.3170052170753479,0.31281396746635437,0.25012654066085815,0.2950417101383209,0.5607965588569641,0.4350869059562683,0.059832148253917694,0.04237373173236847,0.08719270676374435,,0.07786622643470764,0.008355575613677502,0.5579578280448914,0.4327417016029358,0.06770391762256622,0.03596753254532814,0.07345688343048096,,0.1324300765991211,0.009409138932824135
target-D23_tracer-raclopride_n-7_dx-hc_pub-alarkurtti2015,0.18591222167015076,0.19896572828292847,0.1866294890642166,0.18601222336292267,0.2014649361371994,0.18930059671401978,0.2045421004295349,0.2089642435312271,0.20934639871120453,0.19960683584213257,0.20526571571826935,0.19707812368869781,0.20115362107753754,0.18834592401981354,0.18429876863956451,0.19177578389644623,0.2194000780582428,0.1941026896238327,0.20992222428321838,0.18583323061466217,0.1813131719827652,0.20251412689685822,0.19002681970596313,0.21692240238189697,0.20255711674690247,0.2177596092224121,0.2058229148387909,0.20385903120040894,0.2071492075920105,0.17609566450119019,0.16316203773021698,0.15706732869148254,0.16209793090820312,0.20576702058315277,0.2007680982351303,0.20312881469726562,0.20397034287452698,0.1683390587568283,0.19931645691394806,0.20296894013881683,0.210756316781044,0.18164396286010742,0.16582071781158447,0.18533310294151306,0.17533716559410095,0.16835713386535645,0.19343198835849762,0.19573675096035004,0.19092704355716705,0.21115535497665405,0.17852438986301422,0.195083349943161,0.1904735267162323,0.183488667011261,0.1930931806564331,0.18902002274990082,0.2036973237991333,0.19764429330825806,0.19587771594524384,0.2194805145263672,0.19322094321250916,0.20215056836605072,0.1954488307237625,0.18101295828819275,0.18743500113487244,0.17903272807598114,0.20247553288936615,0.21206676959991455,0.2026503086090088,0.1972726285457611,0.17878127098083496,0.20279715955257416,0.18700867891311646,0.20953762531280518,0.21565748751163483,0.2121768593788147,0.20738482475280762,0.18712255358695984,0.15962474048137665,0.15718333423137665,0.2122519314289093,0.19419145584106445,0.17981873452663422,0.1956230252981186,0.19978679716587067,0.18825358152389526,0.20316560566425323,0.19416405260562897,0.2014331966638565,0.2139306217432022,0.1576114147901535,0.17046226561069489,0.20262674987316132,0.17104116082191467,0.15977028012275696,0.18964864313602448,0.17132890224456787,0.19031944870948792,0.19316978752613068,0.20735453069210052,0.18826894462108612,0.19433298707008362,0.2071007788181305,0.21395358443260193,0.548157274723053,,0.7126725912094116,0.5914602875709534,0.18050353229045868,0.19292518496513367,0.20526304841041565,0.21394944190979004,0.6093712449073792,,0.6876291632652283,0.6006181240081787
target-5HT1b_tracer-p943_n-23_dx-hc_pub-savli2012,0.14921872317790985,0.3445003032684326,0.3331906497478485,0.4943746328353882,0.6344810128211975,0.49535071849823,0.44024476408958435,0.4372258186340332,0.4162643849849701,0.40581014752388,0.32575756311416626,0.4696725010871887,0.47122839093208313,0.3726434111595154,0.31573066115379333,0.329786479473114,0.44364747405052185,0.3995346426963806,0.3448111116886139,0.3306208550930023,0.32343798875808716,0.49625489115715027,0.40459370613098145,0.4708111584186554,0.2657335102558136,0.42859259247779846,0.5313500165939331,0.382643461227417,0.3088510036468506,0.3767614960670471,0.3510349988937378,0.14042876660823822,0.3465260863304138,0.4111439287662506,0.5451996922492981,0.40710586309432983,0.3288555443286896,0.30936166644096375,0.4322362542152405,0.4440590441226959,0.4591929018497467,0.3845900595188141,0.508388876914978,0.3970165252685547,0.5074830055236816,0.4265848994255066,0.4970664978027344,0.4558553397655487,0.2860806882381439,0.37719714641571045,0.15946923196315765,0.28851771354675293,0.3146805167198181,0.5059707760810852,0.6199901700019836,0.32928144931793213,0.4386192560195923,0.4373617470264435,0.33663415908813477,0.3253723084926605,0.4351823329925537,0.4768620431423187,0.4363468587398529,0.3479754626750946,0.29578736424446106,0.30165207386016846,0.3987194001674652,0.3776070475578308,0.3361562192440033,0.36459845304489136,0.28975287079811096,0.4695827066898346,0.39581695199012756,0.3973436653614044,0.4320385158061981,0.34850192070007324,0.31163570284843445,0.36633339524269104,0.3430575132369995,0.1490708440542221,0.40666794776916504,0.44756415486335754,0.49945881962776184,0.5314998030662537,0.5145957469940186,0.4888765811920166,0.3281559646129608,0.3796563744544983,0.39241424202919006,0.4194183051586151,0.3097788989543915,0.2090303897857666,0.3567327558994293,0.3669617176055908,0.49053406715393066,0.38730525970458984,0.43198826909065247,0.4434318542480469,0.30960699915885925,0.36899614334106445,0.10447386652231216,0.17439700663089752,0.16118641197681427,0.17781563103199005,0.4559813439846039,,0.38453391194343567,0.25227320194244385,0.08348285406827927,0.13282422721385956,0.14277438819408417,0.17294733226299286,0.45376548171043396,,0.34233468770980835,0.2482980191707611
target-CMRglu_tracer-fdg_n-20_dx-hc_pub-castrillon2023,0.548641562461853,0.6436627507209778,0.6730584502220154,0.6115409135818481,0.7067599892616272,0.717349648475647,0.6592914462089539,0.6272453665733337,0.7250104546546936,0.6786604523658752,0.678216814994812,0.67023104429245,0.6406028270721436,0.6384705901145935,0.5967490673065186,0.6236327886581421,0.6233559846878052,0.660533607006073,0.644501805305481,0.6498597860336304,0.575911819934845,0.7006636261940002,0.6714797616004944,0.6628721952438354,0.5892207026481628,0.7118956446647644,0.7026887536048889,0.657900869846344,0.6536064147949219,0.6278687715530396,0.6485737562179565,0.46332597732543945,0.603874683380127,0.7109430432319641,0.7090914845466614,0.7896645069122314,0.7663772106170654,0.5869626998901367,0.6578655242919922,0.6706214547157288,0.7004754543304443,0.6838979125022888,0.6733320951461792,0.6742881536483765,0.6420494318008423,0.5950219035148621,0.6926050186157227,0.7046924233436584,0.6890220046043396,0.836943507194519,0.5463429689407349,0.6302487254142761,0.6016215085983276,0.6029807329177856,0.747971773147583,0.6627429723739624,0.6248828768730164,0.6649903655052185,0.6511123180389404,0.7000188231468201,0.6569759249687195,0.6053171157836914,0.665971040725708,0.6102352738380432,0.5946999192237854,0.6023853421211243,0.6496902704238892,0.6196727156639099,0.679100751876831,0.6519187688827515,0.5797335505485535,0.6838465332984924,0.662024736404419,0.6588141322135925,0.6309432983398438,0.6593088507652283,0.6597304940223694,0.6501731872558594,0.6234266757965088,0.4791209101676941,0.6440955996513367,0.7177225351333618,0.6612961888313293,0.6813820004463196,0.6810597777366638,0.669995129108429,0.7519676685333252,0.6414679884910583,0.7665280699729919,0.6981420516967773,0.5915839076042175,0.5198658108711243,0.6703183650970459,0.6507901549339294,0.6445887684822083,0.6548598408699036,0.5873695015907288,0.6880097985267639,0.7015424370765686,0.8165555000305176,0.47548484802246094,0.447615385055542,0.6358219981193542,0.677666962146759,0.7059957385063171,,0.8180141448974609,0.6983949542045593,0.4815376102924347,0.43343427777290344,0.6127170920372009,0.7132192254066467,0.7647950053215027,,0.8002854585647583,0.708557665348053
target-D23_tracer-flb457_n-55_dx-hc_pub-sandiego2015,0.13214772939682007,0.09447228908538818,0.0989144816994667,0.08598730713129044,0.06798218935728073,0.08028219640254974,0.11872651427984238,0.09636790305376053,0.08735901117324829,0.12527644634246826,0.12346503883600235,0.11943966895341873,0.08960936218500137,0.07956767827272415,0.07175946980714798,0.13139566779136658,0.11542561650276184,0.09856599569320679,0.10385352373123169,0.09603240340948105,0.08926660567522049,0.09371769428253174,0.08264851570129395,0.12488030642271042,0.19191083312034607,0.14526177942752838,0.10479775816202164,0.1101323738694191,0.08753197640180588,0.08371175825595856,0.117985300719738,0.1650618612766266,0.1563837081193924,0.1078026294708252,0.09991993755102158,0.09685170650482178,0.09503350406885147,0.16878321766853333,0.14997261762619019,0.1323445588350296,0.12282271683216095,0.1403636783361435,0.10445644706487656,0.11917979270219803,0.10484763979911804,0.09552618861198425,0.08871973305940628,0.08943731337785721,0.0829324722290039,0.09939945489168167,0.13682226836681366,0.10367041081190109,0.1303880661725998,0.07858419418334961,0.07764111459255219,0.08223932236433029,0.10265077650547028,0.08796261996030807,0.12701620161533356,0.13421210646629333,0.11783779412508011,0.08957847207784653,0.08265941590070724,0.07619883865118027,0.08543498814105988,0.07030870020389557,0.12719127535820007,0.10657524317502975,0.10418961197137833,0.1000354066491127,0.0916341170668602,0.09254893660545349,0.07996562868356705,0.13144339621067047,0.12199066579341888,0.16795021295547485,0.08569827675819397,0.09099214524030685,0.11634387075901031,0.17091690003871918,0.12233814597129822,0.1163267195224762,0.10621561855077744,0.09963136166334152,0.10211196541786194,0.0855034813284874,0.09183259308338165,0.10760181397199631,0.0973527729511261,0.1300623118877411,0.15907251834869385,0.16654984652996063,0.14706586301326752,0.1312813013792038,0.10226067155599594,0.11433342099189758,0.09369536489248276,0.0907854363322258,0.07753097265958786,0.093267522752285,0.13180802762508392,0.2438421994447708,0.2335900515317917,0.288371205329895,0.6452744603157043,,0.7703549265861511,0.688026487827301,0.12698689103126526,0.23929628729820251,0.22497239708900452,0.27552804350852966,0.6994921565055847,,0.735877275466919,0.6761354207992554
